Data file generated using DWRITE.M v1.0
Written on 06-May-2009.
$head$

string:species
float:MW
table1d:thermal,T,h,s
$/head$


species=Ar
MW=39.944000
thermal=
              4500 |   2.32415781e+006   2.12456840e+003
              4600 |   2.35188373e+006   2.13067182e+003
              4700 |   2.37960965e+006   2.13662638e+003
              4800 |   2.40733557e+006   2.14246930e+003
              4900 |   2.43506149e+006   2.14818195e+003
              5000 |   2.46278741e+006   2.15378296e+003
              5100 |   2.49051333e+006   2.15927232e+003
              5200 |   2.51823925e+006   2.16465003e+003
              5300 |   2.54596517e+006   2.16993470e+003
              5400 |   2.57369109e+006   2.17512634e+003
              5500 |   2.60141701e+006   2.18020632e+003
              5600 |   2.62914293e+006   2.18521187e+003
              5700 |   2.65686885e+006   2.19010578e+003
              5800 |   2.68459477e+006   2.19492525e+003
              5900 |   2.71232069e+006   2.19967029e+003
              6000 |   2.74004661e+006   2.20434090e+003



species=As4
MW=300.000000
thermal=
               200 |   4.95424044e+005   9.90876000e+002
     2.981500e+002 |   5.21117040e+005   1.09540644e+003
               300 |   5.21591544e+005   1.09699742e+003
               400 |   5.47773000e+005   1.17247147e+003
               500 |   5.74708080e+005   1.23232876e+003
               600 |   6.01782720e+005   1.28176091e+003
               700 |   6.29136480e+005   1.32382429e+003
               800 |   6.56490240e+005   1.36038901e+003
               900 |   6.83983560e+005   1.39273902e+003
              1000 |   7.11337320e+005   1.42172563e+003
              1100 |   7.38970200e+005   1.44799082e+003
              1200 |   7.66603080e+005   1.47199514e+003
              1300 |   7.94235960e+005   1.49411540e+003
              1400 |   8.21868840e+005   1.51458886e+003
              1500 |   8.49501720e+005   1.53365275e+003
              1600 |   8.77134600e+005   1.55148852e+003
              1700 |   9.04767480e+005   1.56823572e+003
              1800 |   9.32400360e+005   1.58403391e+003
              1900 |   9.60033240e+005   1.59898079e+003
              2000 |   9.87666120e+005   1.61314613e+003
              2100 |   1.01529900e+006   1.62662762e+003
              2200 |   1.04293188e+006   1.63948110e+003
              2300 |   1.07056476e+006   1.65177634e+003
              2400 |   1.09819764e+006   1.66352729e+003
              2500 |   1.12583052e+006   1.67481769e+003
              2600 |   1.15346340e+006   1.68564755e+003
              2700 |   1.18109628e+006   1.69607268e+003
              2800 |   1.20872916e+006   1.70613496e+003
              2900 |   1.23636204e+006   1.71582042e+003
              3000 |   1.26399492e+006   1.72519885e+003
              3100 |   1.29162780e+006   1.73425630e+003
              3200 |   1.31926068e+006   1.74302066e+003
              3300 |   1.34689356e+006   1.75153382e+003
              3400 |   1.37452644e+006   1.75978182e+003
              3500 |   1.40215932e+006   1.76779256e+003
              3600 |   1.42979220e+006   1.77558001e+003
              3700 |   1.45742508e+006   1.78314416e+003
              3800 |   1.48505796e+006   1.79051293e+003
              3900 |   1.51269084e+006   1.79768632e+003
              4000 |   1.54032372e+006   1.80469223e+003
              4100 |   1.56795660e+006   1.81151671e+003
              4200 |   1.59558948e+006   1.81817372e+003
              4300 |   1.62322236e+006   1.82467722e+003
              4400 |   1.65085524e+006   1.83102720e+003
              4500 |   1.67848812e+006   1.83723762e+003
              4600 |   1.70612100e+006   1.84330848e+003
              4700 |   1.73375388e+006   1.84925374e+003
              4800 |   1.76138676e+006   1.85507339e+003
              4900 |   1.78901964e+006   1.86076744e+003
              5000 |   1.81665252e+006   1.86634984e+003
              5100 |   1.84428540e+006   1.87182059e+003
              5200 |   1.87191828e+006   1.87717969e+003
              5300 |   1.89955116e+006   1.88245506e+003
              5400 |   1.92718404e+006   1.88761878e+003
              5500 |   1.95481692e+006   1.89268481e+003
              5600 |   1.98244980e+006   1.89766710e+003
              5700 |   2.01008268e+006   1.90255170e+003
              5800 |   2.03771556e+006   1.90736652e+003
              5900 |   2.06534844e+006   1.91208365e+003
              6000 |   2.09298132e+006   1.91673100e+003



species=Ba
MW=137.340000
thermal=
               200 |   1.28987827e+006   1.17912653e+003
     2.981500e+002 |   1.30475491e+006   1.23960862e+003
               300 |   1.30502927e+006   1.24055366e+003
               400 |   1.32018028e+006   1.28411662e+003
               500 |   1.33533129e+006   1.31789392e+003
               600 |   1.35048230e+006   1.34551326e+003
               700 |   1.36560283e+006   1.36886472e+003
               800 |   1.38075384e+006   1.38907623e+003
               900 |   1.39590484e+006   1.40694039e+003
              1000 |   1.41105585e+006   1.42288401e+003
              1100 |   1.42626783e+006   1.43736435e+003
              1200 |   1.44151030e+006   1.45065578e+003
              1300 |   1.45690518e+006   1.46297169e+003
              1400 |   1.47251347e+006   1.47452548e+003
              1500 |   1.48848757e+006   1.48556102e+003
              1600 |   1.50491895e+006   1.49616978e+003
              1700 |   1.52205148e+006   1.50653465e+003
              1800 |   1.54000710e+006   1.51680807e+003
              1900 |   1.55899921e+006   1.52708149e+003
              2000 |   1.57921072e+006   1.53744637e+003
              2100 |   1.60082453e+006   1.54796367e+003
              2200 |   1.62393211e+006   1.55872485e+003
              2300 |   1.64865538e+006   1.56969942e+003
              2400 |   1.67511630e+006   1.58097885e+003
              2500 |   1.70328437e+006   1.59247166e+003
              2600 |   1.73319009e+006   1.60417788e+003
              2700 |   1.76413229e+006   1.61609748e+003
              2800 |   1.79794007e+006   1.62816952e+003
              2900 |   1.83257095e+006   1.64033300e+003
              3000 |   1.86857365e+006   1.65252697e+003
              3100 |   1.90579575e+006   1.66472094e+003
              3200 |   1.94405433e+006   1.67688443e+003
              3300 |   1.98316650e+006   1.68892598e+003
              3400 |   2.02304078e+006   1.70081510e+003
              3500 |   2.06346380e+006   1.71252131e+003
              3600 |   2.10428311e+006   1.72404461e+003
              3700 |   2.14543777e+006   1.73529355e+003
              3800 |   2.18677533e+006   1.74632910e+003
              3900 |   2.22817386e+006   1.75709028e+003
              4000 |   2.26957239e+006   1.76754661e+003
              4100 |   2.31087947e+006   1.77775906e+003
